대단원,중단원,문제,①,②,③,④,⑤,정답,문항 형식,Main/Sub,동아,미래엔,비상,지학사,천재,출제 수준,선지 개수,학습 개념 해설
과학의 기초,시간과 공간,"오늘날 ( ㉠ )시계는 ( ㉠ )에서 나오는 빛의 ( ㉡ )을/를 이용해 시간을 측정한다.
㉠과 ㉡으로 적절한 것은?","㉠ 분자, ㉡ 진동수","㉠ 분자, ㉡ 파장","㉠ 원자, ㉡ 진동수","㉠ 원자, ㉡ 파장",,③,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,FALSE,개념 호출,4,몇백만 분의 1초 규모의 정밀한 시간 측정은 세슘 원자에서 나오는 빛의 진동수를 이용한 세슘 원자 시계를 이용하며 가능해졌다.
과학의 기초,시간과 공간,세슘 원자 시계를 이용하여 몇백만 분의 1초 단위까지 정밀한 시간의 측정이 가능해졌다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,FALSE,개념 호출,2,몇백만 분의 1초 규모의 정밀한 시간 측정은 세슘 원자에서 나오는 빛의 진동수를 이용한 세슘 원자 시계를 이용하며 가능해졌다.
과학의 기초,시간과 공간,초고속 투과 전자 현미경을 이용하면 원자나 분자 내부의 움직임을 나노초 이하 단위까지 측정할 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,2,"초고속 투과 전자 현미경은 원자나 분자 내부의 움직임을 나노초 이하 단위까지 측정할 수 있게 해주었다.
현재는 입자가속기로 X선을 수소 분자에 있는 2개의 전자에 충돌시켰을 때 나타나는 파동을 현미경으로 관측하고 이를 분석하여 빛이 단일 수소 분자를 통과하는 데 걸리는 시간(10^-19초)까지 측정이 가능해졌다."
과학의 기초,시간과 공간,"입자가속기로 X선을 수소 분자에 있는 2개의 전자에 충돌시켰을 때 나타나는 ( ㉠ )을/를 현미경으로 관측하고 분석하여 ( ㉡ )을/를 측정하는 것이 초고속 투과 전자 현미경이다.
㉠과 ㉡으로 적절한 것은?","㉠ 진동수, ㉡ 공간","㉠ 진동수, ㉡ 시간","㉠ 파장, ㉡ 공간","㉠ 파장, ㉡ 시간",,④,단답형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,4,"초고속 투과 전자 현미경은 원자나 분자 내부의 움직임을 나노초 이하 단위까지 측정할 수 있게 해주었다.
현재는 입자가속기로 X선을 수소 분자에 있는 2개의 전자에 충돌시켰을 때 나타나는 파동을 현미경으로 관측하고 이를 분석하여 빛이 단일 수소 분자를 통과하는 데 걸리는 시간(10^-19초)까지 측정이 가능해졌다."
과학의 기초,시간과 공간,초고속 투과 전자 현미경은 빛이 단일 수소 분자를 통과하는 데 걸리는 시간 단위까지 측정할 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,2,"초고속 투과 전자 현미경은 원자나 분자 내부의 움직임을 나노초 이하 단위까지 측정할 수 있게 해주었다.
현재는 입자가속기로 X선을 수소 분자에 있는 2개의 전자에 충돌시켰을 때 나타나는 파동을 현미경으로 관측하고 이를 분석하여 빛이 단일 수소 분자를 통과하는 데 걸리는 시간(10^-19초)까지 측정이 가능해졌다."
과학의 기초,시간과 공간,원자나 분자처럼 작은 규모의 길이는 일상적인 변화의 규칙성을 이용한 측정 도구를 이용하여 측정할 수 있다. (O / X),O,X,,,,②,OX형,SUB,TRUE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,길이의 규모가 원자나 분자처럼 너무 작거나 천체와 우주처럼 너무 크면 기존의 측정 방법을 이용할 수 없다.
과학의 기초,시간과 공간,천체와 우주처럼 큰 규모의 길이는 일상적인 변화의 규칙성을 이용한 측정 도구를 이용하여 측정할 수 없다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,길이의 규모가 원자나 분자처럼 너무 작거나 천체와 우주처럼 너무 크면 기존의 측정 방법을 이용할 수 없다.
과학의 기초,시간과 공간,"현대에는 빛의 ( ㉠ )이/가 일정함을 이용해 반사판에 레이저를 쏴서 반사되어 돌아오는 데 걸리는 시간과 빛의 속력을 이용한 길이 측정이 가능하다.
㉠으로 적절한 것은?",에너지,파장,속력,진동수,,③,단답형,MAIN,TRUE,TRUE,FALSE,TRUE,FALSE,개념 호출,4,현대에는 빛의 속력이 일정함을 이용해 반사판에 레이저를 쏴서 반사되어 돌아오는 데 걸리는 시간과 빛의 속력을 이용한 길이 측정이 가능하다.
과학의 기초,시간과 공간,"판에 레이저를 쏴서 ( ㉠ )되어 특정 지점에 도달하는 데 걸리는 시간과 빛의 ( ㉡ )을/를 이용한 길이 측정이 가능하다.
㉠과 ㉡으로 적절한 것은?","㉠ 반사, ㉡ 파장","㉠ 반사, ㉡ 속력","㉠ 투과, ㉡ 파장","㉠ 투과, ㉡ 속력",,②,단답형,MAIN,TRUE,TRUE,FALSE,TRUE,FALSE,개념 호출,4,현대에는 빛의 속력이 일정함을 이용해 반사판에 레이저를 쏴서 반사되어 돌아오는 데 걸리는 시간과 빛의 속력을 이용한 길이 측정이 가능하다.
과학의 기초,시간과 공간,"레이저를 발사한 후 물체에서 반사된 레이저가 되돌아오는 데 걸리는 ( ㉠ )와/과 빛의 ( ㉡ )을/를 비교하여 길이를 측정할 수 있다.
㉠과 ㉡으로 적절한 것은?","㉠ 거리, ㉡ 진동수","㉠ 거리, ㉡ 속력","㉠ 시간, ㉡ 진동수","㉠ 시간, ㉡ 속력",,④,단답형,MAIN,TRUE,TRUE,FALSE,TRUE,FALSE,개념 호출,4,현대에는 빛의 속력이 일정함을 이용해 반사판에 레이저를 쏴서 반사되어 돌아오는 데 걸리는 시간과 빛의 속력을 이용한 길이 측정이 가능하다.
과학의 기초,시간과 공간,"달에 ( ㉠ )판을 설치하고 지구에서 레이저를 쏘아 달에서 ( ㉠ )하여 특정 지점에 도달하는 ( ㉡ )을/를 측정하여 달까지의 거리를 구할 수 있다.
㉠과 ㉡으로 적절한 것은?","㉠ 투과, ㉡ 시간","㉠ 투과, ㉡ 거리","㉠ 반사, ㉡ 시간","㉠ 반사, ㉡ 거리",,③,단답형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,4,"달까지의 거리도 달에 반사판을 설치하고, 지구에서 레이저를 쏘아 달에서 반사되어 다시 지구에 되돌아오는 데 걸리는 시간을 측정하여 구할 수 있다."
과학의 기초,시간과 공간,달에 반사판을 설치하고 지구에서 레이저를 쏘아 달에서 반사되어 다시 지구에 되돌아오는 데 걸리는 시간을 측정하여 달까지의 거리를 구할 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,TRUE,FALSE,개념 호출,2,"달까지의 거리도 달에 반사판을 설치하고, 지구에서 레이저를 쏘아 달에서 반사되어 다시 지구에 되돌아오는 데 걸리는 시간을 측정하여 구할 수 있다."
과학의 기초,시간과 공간,위성 위치 확인 시스템(GPS)은 위성 신호를 이용하여 위치를 측정하는 기술이다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,위성 위치 확인 시스템(GPS)은 위성 신호를 이용하여 위치를 측정하는 기술이다.
과학의 기초,시간과 공간,위성 위치 확인 시스템(GPS)은 위성 신호를 이용하여 시간을 측정하는 기술이다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,위성 위치 확인 시스템(GPS)은 위성 신호를 이용하여 위치를 측정하는 기술이다.
과학의 기초,시간과 공간,위성 위치 확인 시스템(GPS)은 미세한 이동 거리는 측정할 수 없다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,위성 위치 확인 시스템(GPS)은 넓은 영역에서 사용할 수 있을 뿐만 아니라 미세한 이동 거리도 측정할 수 있다
과학의 기초,시간과 공간,위성 위치 확인 시스템(GPS)은 넓은 영역에서의 길이를 측정할 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,위성 위치 확인 시스템(GPS)은 넓은 영역에서 사용할 수 있을 뿐만 아니라 미세한 이동 거리도 측정할 수 있다
과학의 기초,시간과 공간,"위성 위치 확인 시스템을 이용하여 모르는 길도 쉽게 찾아 갈 수 있는 것은 항법 위성에 ( ㉠ )시계가 실려있어 가능하다.
㉠으로 가능한 것은?",이온,원자,분자,생체,,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,4,위성 위치 확인 시스템을 이용하여 모르는 길도 쉽게 찾아 갈 수 있는 것은 항법 위성에 원자시계가 실려 있어 가능한 일이다.
과학의 기초,시간과 공간,"(  ㉠  )을/를 이용하여 모르는 길도 쉽게 찾아갈 수 있는 것은 관련 측정 도구에 원자 시계가 실려있어 가능하다.
㉠으로 가능한 것은?",초고속 투과 전자 현미경,빛의 반사,위성 위치 확인 시스템(GPS),연주 시차,,③,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,4,위성 위치 확인 시스템을 이용하여 모르는 길도 쉽게 찾아 갈 수 있는 것은 항법 위성에 원자시계가 실려 있어 가능한 일이다.
과학의 기초,시간과 공간,"정확한 시간과 거리 측정 기술을 바탕으로 인공위성을 우주로 보내고, 지상의 수신기에서는 인공위성이 보낸 신호를 이용해 정확한 위치를 계산한다. (O / X)",O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,TRUE,개념 호출,2,"정확한 시간과 거리 측정 기술을 바탕으로 인공위성을 우주로 보내고, 지상의 수신기에서는 인공위성이 보낸 신호를 이용해 정확한 위치를 계산한다."
과학의 기초,시간과 공간,"지상의 수신기에서는 인공위성이 보낸 신호를 이용해 정확한 ( ㉠ )을/를 계산한다.
㉠으로 적절한 것은?",시간,위치,크기,,,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,TRUE,개념 호출,3,"정확한 시간과 거리 측정 기술을 바탕으로 인공위성을 우주로 보내고, 지상의 수신기에서는 인공위성이 보낸 신호를 이용해 정확한 위치를 계산한다."
과학의 기초,시간과 공간,광학 현미경을 사용하면 렌즈의 배율을 이용하여 실제 세포의 길이를 계산할 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,광학 현미경을 사용하면 렌즈의 배율을 이용하여 실제 세포의 길이를 계산할 수 있다
과학의 기초,시간과 공간,광학 현미경을 사용하면 렌즈의 배율을 이용하여 실제 세포의 움직임을 관찰할 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,광학 현미경을 사용하면 렌즈의 배율을 이용하여 실제 세포의 길이를 계산할 수 있다
과학의 기초,시간과 공간,"전자 현미경은 광학 현미경보다 ( ㉠ ) 확대율로 ( ㉡ ) 단위로 물체를 관찰하고 분석할 수 있다.
㉠과 ㉡으로 적절한 것은?","㉠ 낮은, ㉡ 밀리","㉠ 낮은, ㉡ 나노","㉠ 높은, ㉡ 밀리","㉠ 높은, ㉡ 나노",,④,단답형,MAIN,FALSE,TRUE,TRUE,TRUE,FALSE,개념 호출,4,전자 현미경은 광학 현미경보다 높은 확대율로 나노 단위로 물체를 관찰하고 분석할 수 있다.
과학의 기초,시간과 공간,"전자 현미경은 광학 현미경보다 높은 확대율로 ( ㉠ ) 단위로 물체를 관찰하고 분석할 수 있다.
㉠으로 적절한 것은?",밀리,나노,마이크로,센치,,②,단답형,MAIN,FALSE,TRUE,TRUE,TRUE,FALSE,개념 호출,4,전자 현미경은 광학 현미경보다 높은 확대율로 나노 단위로 물체를 관찰하고 분석할 수 있다.
과학의 기초,시간과 공간,전자 현미경은 광학 현미경보다 낮은 확대율로 나노 단위로 물체를 관찰하고 분석할 수 있다. (O / X),O,X,,,,②,OX형,MAIN,FALSE,TRUE,TRUE,TRUE,FALSE,개념 호출,2,전자 현미경은 광학 현미경보다 높은 확대율로 나노 단위로 물체를 관찰하고 분석할 수 있다.
과학의 기초,시간과 공간,정밀한 현미경을 개발하면 DNA 수준에서 관찰하고 분석하여 질병의 원인을 유추할 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,2,정밀한 현미경을 개발하여 DNA를 관찰하고 이를 분석하여 질병의 원인을 알아낸다.
과학의 기초,시간과 공간,정밀한 현미경을 개발하면 미시세계 수준에서의 관찰 및 분석이 가능하기 때문에 질병의 원인을 유추할 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 변형,2,정밀한 현미경을 개발하여 DNA를 관찰하고 이를 분석하여 질병의 원인을 알아낸다.
과학의 기초,시간과 공간,과학기술의 발전으로 허블이나 제임스웹 우주 망원경처럼 정확한 망원경을 만들 수 있었다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,FALSE,FALSE,TRUE,TRUE,개념 호출,2,과학기술의 발전으로 허블이나 제임스웹 우주 망원경처럼 정확한 망원경을 만들 수 있었다.
과학의 기초,시간과 공간,제임스 웹과 같은 우주 망원경의 개발로 천체들의 특징을 더 정확하게 이해할 수 있게 되었다. (O / X),O,X,,,,①,단답형,MAIN,TRUE,FALSE,FALSE,TRUE,TRUE,개념 변형,2,과학기술의 발전으로 허블이나 제임스웹 우주 망원경처럼 정확한 망원경을 만들 수 있었다.
과학의 기초,시간과 공간,여러 대의 전파 망원경을 이용하여 하나의 큰 망원경과 같은 효과를 낼 수 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,"여러 대의 전파 망원경을 이용하여 하나의 큰 망원경과 같은 효과를 내는 방법도 생각해 낼 수 있었다.
"
과학의 기초,시간과 공간,여러 대의 전파 망원경을 이용하여 하나의 큰 망원경과 같은 효과를 낼 수 없다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,"여러 대의 전파 망원경을 이용하여 하나의 큰 망원경과 같은 효과를 내는 방법도 생각해 낼 수 있었다.
"
과학의 기초,시간과 공간,"우리나라는 서울, 울산, 평창, 제주에 있는 4대의 전파 망원경을 묶어서 관측하는 방법을 이용하는 KVN(Korean VLBI Network)을 운용하고 있다. (O / X)",O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,"우리나라도 서울, 울산, 평창, 제주에 있는 네 대의 전파 망원경을 묶어서 관측하는 방법을 이용하는 KVN(Korean VLBI Network)을 운용하고 있다."
과학의 기초,시간과 공간,대한민국이 KVN(Korean VLBI Network)을 운용하는 방식은 여러 대의 전파 망원경을 묶어서 관측하는 것이다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,"우리나라도 서울, 울산, 평창, 제주에 있는 네 대의 전파 망원경을 묶어서 관측하는 방법을 이용하는 KVN(Korean VLBI Network)을 운용하고 있다."
과학의 기초,시간과 공간,과학자들의 노력으로 측정할 수 있는 시간과 공간의 규모가 다양해졌다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 호출,2,"과학자들의 노력으로 측정할 수 있는 시간과 공간의 규모가 다양해졌고, 이로 인해 인간이 경험할 수 있는 자연 세계 또한 확장되었다."
과학의 기초,시간과 공간,"과학자들은 ( ㉠ )세계를 대상으로 끊임없이 측정하려고 노력을 기울였기 때문에 육안으로 관찰하기에 작은 ( ㉡ )을/를 발견하였다.
㉠과 ㉡으로 적절한 것은?","㉠ 거시, ㉡ 외부 은하","㉠ 거시, ㉡ 바이러스","㉠ 미시, ㉡ 외부 은하","㉠ 미시, ㉡ 바이러스",,④,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 변형,4,"과학자들의 노력으로 측정할 수 있는 시간과 공간의 규모가 다양해졌고, 이로 인해 인간이 경험할 수 있는 자연 세계 또한 확장되었다."
과학의 기초,시간과 공간,"과학자들은 우주의 나이와 크기를 이전 세대보다 정확하게 계산할 수 있었고, 그에 따른 인간의 이해 역시 확장되었다. (O / X)",O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,TRUE,개념 변형,2,"과학자들의 노력으로 측정할 수 있는 시간과 공간의 규모가 다양해졌고, 이로 인해 인간이 경험할 수 있는 자연 세계 또한 확장되었다."
과학의 기초,시간과 공간,"정밀한 측정 기술은 재료 공학, 나노 공학, 전가 공학, 생명과학 등 다양한 분야에 활용된다. (O / X)",O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,FALSE,FALSE,개념 호출,2,"정밀한 측정 기술은 재료 공학, 나노 공학, 전자 공학, 생명과학 등 다양한 분야에 활용되어 의학, 반도체, 항공 우주 등 다양한 분야가 발전할 수 있게 하였다."
과학의 기초,시간과 공간,"정밀한 측정 기술이 다양한 분야에 활용된 결과 의학, 반도체, 항공 우주 등 다양한 분야가 발전할 수 있게 되었다. (O / X)",O,X,,,,①,OX형,MAIN,TRUE,TRUE,TRUE,FALSE,FALSE,개념 호출,2,"정밀한 측정 기술은 재료 공학, 나노 공학, 전자 공학, 생명과학 등 다양한 분야에 활용되어 의학, 반도체, 항공 우주 등 다양한 분야가 발전할 수 있게 하였다."
